product_name,product_price,Description,Tags,stock_status,SKU,product_catagory
Lunatone,£156.00,"Lunatone becomes active around the time of the full moon. Instead of walking, it moves by floating in midair. The Pokémon’s intimidating red eyes cause all those who see it to become transfixed with fear.","['Levitate', 'lunatone', 'Meteorite']",91 in stock,5917,"Categories: Meteorite, Pokemon"
Solrock,£76.00,Sunlight is the source of Solrock’s power. It is said to possess the ability to read the emotions of others. This Pokémon gives off intense heat while rotating its body.,"['Levitate', 'Meteorite', 'solrock']",91 in stock,5510,"Categories: Meteorite, Pokemon"
Whiscash,£25.00,"If Whiscash goes on a wild rampage, it sets off a quake-like tremor with a radius of over three miles. This Pokémon has the ability to predict real earthquakes.","['Oblivious', 'whiscash', 'Whiskers']",266 in stock,6220,"Categories: Pokemon, Whiskers"
Corphish,£130.00,Corphish catches prey with its sharp claws. It has no likes or dislikes when it comes to food—it will eat anything. This Pokémon has no trouble living in filthy water.,"['corphish', 'Ruffian', 'Shell Armor']",62 in stock,8905,"Categories: Pokemon, Ruffian"
Crawdaunt,£87.00,"Crawdaunt molts (sheds) its shell regularly. Immediately after molting, its shell is soft and tender. Until the shell hardens, this Pokémon hides in its streambed burrow to avoid attack from its foes.","['crawdaunt', 'Rogue', 'Shell Armor']",21 in stock,3652,"Categories: Pokemon, Rogue"
Baltoy,£148.00,"As soon as it spots others of its kind, Baltoy congregates with them and then begins crying noisily in unison. This Pokémon sleeps while cleverly balancing itself on its one foot.","['baltoy', 'Clay Doll', 'Levitate']",159 in stock,8305,"Categories: Clay Doll, Pokemon"
Claydol,£25.00,"Claydol is an enigma that appeared from a clay statue made by an ancient civilization dating back 20,000 years. This Pokémon shoots beams from both its hands.","['Clay Doll', 'claydol', 'Levitate']",128 in stock,3698,"Categories: Clay Doll, Pokemon"
Lileep,£133.00,"Lileep is an ancient Pokémon that was regenerated from a fossil. It remains permanently anchored to a rock. From its immobile perch, this Pokémon intently scans for prey with its two eyes.","['lileep', 'Sea Lily', 'Suction Cups']",268 in stock,2965,"Categories: Pokemon, Sea Lily"
Cradily,£148.00,"Cradily’s body serves as an anchor, preventing it from being washed away in rough seas. This Pokémon secretes a strong digestive fluid from its tentacles.","['Barnacle', 'cradily', 'Suction Cups']",183 in stock,5809,"Categories: Barnacle, Pokemon"
Anorith,£76.00,"Anorith is said to be a type of Pokémon predecessor, with eight wings at the sides of its body. This Pokémon swam in the primordial sea by undulating these eight wings.","['anorith', 'Battle Armor', 'Old Shrimp']",222 in stock,2511,"Categories: Old Shrimp, Pokemon"
Armaldo,£60.00,"Armaldo is a Pokémon species that became extinct in prehistoric times. This Pokémon is said to have walked on its hind legs, which would have been more convenient for life on land.","['armaldo', 'Battle Armor', 'Plate']",78 in stock,3328,"Categories: Plate, Pokemon"
Feebas,£123.00,"While Feebas’s body is in tatters, it has a hardy and tenacious life force that enables it to live anywhere. However, this Pokémon is also slow and dimwitted, making it an easy catch.","['feebas', 'Fish', 'Oblivious']",146 in stock,6505,"Categories: Fish, Pokemon"
Milotic,£133.00,"Milotic live at the bottom of large lakes. When this Pokémon’s body glows a vivid pink, it releases a pulsing wave of energy that brings soothing calm to troubled hearts.","['Marvel Scale', 'milotic', 'Tender']",79 in stock,4867,"Categories: Pokemon, Tender"
Castform,£84.00,"Castform borrows the power of nature to transform itself into the guises of the sun, rain, and snow-clouds. This Pokémon’s feelings change with the weather.","['castform', 'Forecast', 'Weather']",131 in stock,9535,"Categories: Pokemon, Weather"
Kecleon,£123.00,"Kecleon alters its body coloration to blend in with its surroundings, allowing it to sneak up on its prey unnoticed. Then it lashes out with its long, stretchy tongue to instantly ensnare the unsuspecting target.","['Color Change', 'Color Swap', 'kecleon']",53 in stock,2351,"Categories: Color Swap, Pokemon"
Shuppet,£165.00,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people.","['Insomnia', 'Puppet', 'shuppet']",138 in stock,7348,"Categories: Pokemon, Puppet"
Banette,£60.00,"A cursed energy permeated the stuffing of a discarded and forgotten plush doll, giving it new life as Banette. The Pokémon’s energy would escape if it were to ever open its mouth.","['banette', 'Insomnia', 'Marionette']",233 in stock,6213,"Categories: Marionette, Pokemon"
Duskull,£84.00,Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokémon will spirit away bad children who earn scoldings from their mothers.,"['duskull', 'Levitate', 'Requiem']",75 in stock,6627,"Categories: Pokemon, Requiem"
Dusclops,£185.00,"Dusclops absorbs anything, however large the object may be. This Pokémon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops’s bidding.","['Beckon', 'dusclops', 'Pressure']",82 in stock,4994,"Categories: Beckon, Pokemon"
Tropius,£133.00,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokémon flies by flapping the leaves on its back as if they were wings.,"['Chlorophyll', 'fruit', 'tropius']",66 in stock,7266,"Categories: Fruit, Pokemon"
Chimecho,£182.00,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokémon plucks berries with its long tail and eats them.","['chimecho', 'Levitate', 'Wind Chime']",43 in stock,6688,"Categories: Pokemon, Wind Chime"
Absol,£185.00,"Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokémon very rarely ventures down from the mountains.","['absol', 'Disaster', 'Pressure']",59 in stock,3431,"Categories: Disaster, Pokemon"
Wynaut,£95.00,"Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokémon gains endurance and is trained to dole out powerful counterattacks.","['Bright', 'Shadow Tag', 'wynaut']",155 in stock,9836,"Categories: Bright, Pokemon"
Snorunt,£123.00,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokémon is sure to prosper for many generations to come.,"['Inner Focus', 'snorunt', 'Snow Hat']",80 in stock,1099,"Categories: Pokemon, Snow Hat"
Glalie,£123.00,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokémon enjoys eating it in leisurely fashion.","['Face', 'glalie', 'Inner Focus']",14 in stock,8582,"Categories: Face, Pokemon"
Spheal,£130.00,"Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokémon can be seen rolling about on ice and crossing the sea.","['Clap', 'spheal', 'Thick Fat']",170 in stock,7748,"Categories: Clap, Pokemon"
Sealeo,£48.00,"Sealeo often balances and rolls things on the tip of its nose. While the Pokémon is rolling something, it checks the object’s aroma and texture to determine whether it likes the object or not.","['Ball Roll', 'sealeo', 'Thick Fat']",171 in stock,4231,"Categories: Ball Roll, Pokemon"
Walrein,£133.00,"Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.","['Ice Break', 'Thick Fat', 'walrein']",226 in stock,1600,"Categories: Ice Break, Pokemon"
Clamperl,£182.00,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution.","['Bivalve', 'clamperl', 'Shell Armor']",139 in stock,2967,"Categories: Bivalve, Pokemon"
Huntail,£25.00,"Huntail’s tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokémon swims by wiggling its slender body like a snake.","['Deep Sea', 'huntail', 'Swift Swim']",54 in stock,2805,"Categories: Deep Sea, Pokemon"
Gorebyss,£76.00,"Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokémon inserts its thin mouth into the prey’s body and drains the prey of its body fluids.","['gorebyss', 'South Sea', 'Swift Swim']",165 in stock,9428,"Categories: Pokemon, South Sea"
Relicanth,£148.00,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,"['Longevity', 'relicanth', 'Rock Head']",14 in stock,7988,"Categories: Longevity, Pokemon"
Luvdisc,£87.00,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,"['luvdisc', 'Rendezvous', 'Swift Swim']",190 in stock,4868,"Categories: Pokemon, Rendezvous"
Bagon,£105.00,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.","['bagon', 'Rock Head']",232 in stock,3372,"Categories: Pokemon, Rock Head"
Shelgon,£73.00,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.","['Endurance', 'Rock Head', 'shelgon']",76 in stock,1384,"Categories: Endurance, Pokemon"
Salamence,£87.00,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.","['Dragon', 'Intimidate', 'salamence']",242 in stock,7686,"Categories: Dragon, Pokemon"
Beldum,£105.00,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.","['beldum', 'Clear Body', 'Iron Ball']",93 in stock,3484,"Categories: Iron Ball, Pokemon"
Metang,£165.00,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.","['Clear Body', 'Iron Claw', 'metang']",227 in stock,6906,"Categories: Iron Claw, Pokemon"
Metagross,£84.00,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.","['Clear Body', 'Iron Leg', 'metagross']",177 in stock,8825,"Categories: Iron Leg, Pokemon"
Regirock,£73.00,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.","['Clear Body', 'regirock', 'Rock Peak']",65 in stock,5687,"Categories: Pokemon, Rock Peak"
Regice,£162.00,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.","['Clear Body', 'Iceberg', 'regice']",107 in stock,2261,"Categories: Iceberg, Pokemon"
Registeel,£165.00,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,"['Clear Body', 'Iron', 'registeel']",67 in stock,6723,"Categories: Iron, Pokemon"
Latias,£148.00,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,"['Eon', 'latias', 'Levitate']",245 in stock,5077,"Categories: Eon, Pokemon"
Latios,£105.00,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,"['Eon', 'latios', 'Levitate']",197 in stock,7850,"Categories: Eon, Pokemon"
Kyogre,£130.00,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.","['Drizzle', 'kyogre', 'Sea Basin']",136 in stock,5206,"Categories: Pokemon, Sea Basin"
Groudon,£162.00,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.","['Continent', 'Drought', 'groudon']",138 in stock,6626,"Categories: Continent, Pokemon"
Rayquaza,£185.00,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.","['Air Lock', 'rayquaza', 'Sky High']",31 in stock,5410,"Categories: Pokemon, Sky High"
Jirachi,£185.00,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,"['jirachi', 'Serene Grace', 'Wish']",294 in stock,7952,"Categories: Pokemon, Wish"
Turtwig,£128.00,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.","['Overgrow', 'Tiny Leaf', 'turtwig']",254 in stock,8788,"Categories: Pokemon, Tiny Leaf"
Grotle,£87.00,It knows where pure water wells up. It carries fellow Pokémon there on its back.,"['grotle', 'Grove', 'Overgrow']",187 in stock,7359,"Categories: Grove, Pokemon"
Torterra,£148.00,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,"['Continent', 'Overgrow', 'torterra']",146 in stock,8373,"Categories: Continent, Pokemon"
Chimchar,£133.00,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,"['Blaze', 'chimchar', 'Chimp']",242 in stock,5021,"Categories: Chimp, Pokemon"
Monferno,£133.00,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,"['Blaze', 'monferno', 'Playful']",299 in stock,8413,"Categories: Playful, Pokemon"
Infernape,£95.00,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,"['Blaze', 'Flame', 'infernape']",82 in stock,3225,"Categories: Flame, Pokemon"
Prinplup,£148.00,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,"['Penguin', 'prinplup', 'Torrent']",52 in stock,5785,"Categories: Penguin, Pokemon"
Empoleon,£55.00,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,"['Emperor', 'empoleon', 'Torrent']",232 in stock,2449,"Categories: Emperor, Pokemon"
Starly,£162.00,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","['Keen Eye', 'Starling', 'starly']",110 in stock,3055,"Categories: Pokemon, Starling"
Staravia,£148.00,It lives in forests and fields. Squabbles over territory occur when flocks collide.,"['Intimidate', 'staravia', 'Starling']",263 in stock,1799,"Categories: Pokemon, Starling"
Staraptor,£148.00,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","['Intimidate', 'Predator', 'staraptor']",131 in stock,9866,"Categories: Pokemon, Predator"
Bidoof,£25.00,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,"['bidoof', 'Plump Mouse', 'Simple']",264 in stock,1171,"Categories: Plump Mouse, Pokemon"
Bibarel,£48.00,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,"['Beaver', 'bibarel', 'Simple']",156 in stock,6844,"Categories: Beaver, Pokemon"
Kricketot,£60.00,"When its antennae hit each other, it sounds like the music of a xylophone.","['Cricket', 'kricketot', 'Shed Skin']",137 in stock,9812,"Categories: Cricket, Pokemon"
Kricketune,£130.00,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,"['Cricket', 'kricketune', 'Swarm']",186 in stock,8726,"Categories: Cricket, Pokemon"
Shinx,£156.00,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,"['Flash', 'Intimidate', 'shinx']",295 in stock,1507,"Categories: Flash, Pokemon"
Luxio,£185.00,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,"['Intimidate', 'luxio', 'Spark']",222 in stock,9734,"Categories: Pokemon, Spark"
Luxray,£60.00,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,"['Gleam Eyes', 'Intimidate', 'luxray']",227 in stock,4317,"Categories: Gleam Eyes, Pokemon"
Budew,£55.00,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","['Bud', 'budew', 'Poison Point']",62 in stock,3438,"Categories: Bud, Pokemon"
Roserade,£73.00,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","['Bouquet', 'Poison Point', 'roserade']",116 in stock,7696,"Categories: Bouquet, Pokemon"
Cranidos,£130.00,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.","['cranidos', 'Head Butt', 'Mold Breaker']",98 in stock,8627,"Categories: Head Butt, Pokemon"
Rampardos,£182.00,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,"['Head Butt', 'Mold Breaker', 'rampardos']",91 in stock,3536,"Categories: Head Butt, Pokemon"
Shieldon,£95.00,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,"['Shield', 'shieldon', 'Sturdy']",284 in stock,9942,"Categories: Pokemon, Shield"
Bastiodon,£156.00,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,"['bastiodon', 'Shield', 'Sturdy']",14 in stock,6537,"Categories: Pokemon, Shield"
Burmy,£156.00,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","['Bagworm', 'burmy', 'Shed Skin']",266 in stock,6129,"Categories: Bagworm, Pokemon"
Mothim,£168.00,It flutters around at night and steals honey from the Combee hive.,"['Moth', 'mothim', 'Swarm']",151 in stock,2443,"Categories: Moth, Pokemon"
Combee,£159.00,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","['combee', 'Honey Gather', 'Tiny Bee']",254 in stock,7856,"Categories: Pokemon, Tiny Bee"
Vespiquen,£25.00,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,"['Beehive', 'Pressure', 'vespiquen']",123 in stock,1078,"Categories: Beehive, Pokemon"
Pachirisu,£55.00,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,"['EleSquirrel', 'pachirisu', 'Run Away']",86 in stock,2264,"Categories: EleSquirrel, Pokemon"
Buizel,£73.00,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,"['buizel', 'Sea Weasel', 'Swift Swim']",62 in stock,9044,"Categories: Pokemon, Sea Weasel"
Floatzel,£95.00,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,"['floatzel', 'Sea Weasel', 'Swift Swim']",116 in stock,4591,"Categories: Pokemon, Sea Weasel"
Cherubi,£182.00,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,"['Cherry', 'cherubi', 'Chlorophyll']",127 in stock,5681,"Categories: Cherry, Pokemon"
Cherrim,£55.00,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.","['Blossom', 'cherrim', 'Flower Gift']",143 in stock,2914,"Categories: Blossom, Pokemon"
Shellos,£182.00,"Its shape and coloration vary, depending on its habitat.","['Sea Slug', 'shellos', 'Sticky Hold']",149 in stock,4538,"Categories: Pokemon, Sea Slug"
Gastrodon,£165.00,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,"['gastrodon', 'Sea Slug', 'Sticky Hold']",119 in stock,8490,"Categories: Pokemon, Sea Slug"
Ambipom,£162.00,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.","['ambipom', 'Long Tail', 'Pickup']",247 in stock,9199,"Categories: Long Tail, Pokemon"
Drifloon,£73.00,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,"['Aftermath', 'Balloon', 'drifloon']",84 in stock,6748,"Categories: Balloon, Pokemon"
Drifblim,£148.00,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.","['Aftermath', 'Blimp', 'drifblim']",233 in stock,9301,"Categories: Blimp, Pokemon"
Buneary,£162.00,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.","['buneary', 'Rabbit', 'Run Away']",204 in stock,6054,"Categories: Pokemon, Rabbit"
Lopunny,£55.00,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.","['Cute Charm', 'lopunny', 'Rabbit']",85 in stock,1079,"Categories: Pokemon, Rabbit"
Mismagius,£55.00,Its cries sound like incantations to torment the foe. It appears where you least expect it.,"['Levitate', 'Magical', 'mismagius']",215 in stock,7198,"Categories: Magical, Pokemon"
Honchkrow,£48.00,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.","['Big Boss', 'honchkrow', 'Insomnia']",56 in stock,7873,"Categories: Big Boss, Pokemon"
Glameow,£165.00,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.","['Catty', 'glameow', 'Limber']",96 in stock,5014,"Categories: Catty, Pokemon"
Purugly,£60.00,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.","['Own Tempo', 'purugly', 'Tiger Cat']",158 in stock,6724,"Categories: Pokemon, Tiger Cat"
Stunky,£168.00,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,"['Skunk', 'Stench', 'stunky']",12 in stock,7336,"Categories: Pokemon, Skunk"
Skuntank,£87.00,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,"['Skunk', 'skuntank', 'Stench']",56 in stock,6511,"Categories: Pokemon, Skunk"
Bronzong,£182.00,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,"['Bronze Bell', 'bronzong', 'Levitate']",191 in stock,3873,"Categories: Bronze Bell, Pokemon"
Bonsly,£159.00,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,"['Bonsai', 'bonsly', 'Rock Head']",273 in stock,2897,"Categories: Bonsai, Pokemon"
Mime-jr,£128.00,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.","['Mime', 'mime-jr', 'Soundproof']",188 in stock,3409,"Categories: Mime, Pokemon"
Happiny,£87.00,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.","['happiny', 'Natural Cure', 'Playhouse']",270 in stock,4766,"Categories: Playhouse, Pokemon"
Chatot,£128.00,"It can learn and speak human words. If they gather, they all learn the same saying.","['chatot', 'Keen Eye', 'Music Note']",261 in stock,1336,"Categories: Music Note, Pokemon"
Spiritomb,£55.00,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,"['Forbidden', 'Pressure', 'spiritomb']",51 in stock,7680,"Categories: Forbidden, Pokemon"
Gible,£165.00,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.","['gible', 'Land Shark', 'Sand Veil']",178 in stock,6182,"Categories: Land Shark, Pokemon"
Gabite,£185.00,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.","['Cave', 'gabite', 'Sand Veil']",128 in stock,4593,"Categories: Cave, Pokemon"
Garchomp,£25.00,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,"['garchomp', 'Mach', 'Sand Veil']",65 in stock,8222,"Categories: Mach, Pokemon"
Munchlax,£105.00,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,"['Big Eater', 'munchlax', 'Pickup']",239 in stock,3240,"Categories: Big Eater, Pokemon"
Riolu,£60.00,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,"['Emanation', 'Inner Focus', 'riolu']",86 in stock,6986,"Categories: Emanation, Pokemon"
Lucario,£55.00,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.","['Aura', 'Inner Focus', 'lucario']",24 in stock,1059,"Categories: Aura, Pokemon"
Hippopotas,£60.00,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,"['Hippo', 'hippopotas', 'Sand Stream']",231 in stock,2949,"Categories: Hippo, Pokemon"
Hippowdon,£48.00,It blasts internally stored sand from ports on its body to create a towering twister for attack.,"['Heavyweight', 'hippowdon', 'Sand Stream']",273 in stock,4356,"Categories: Heavyweight, Pokemon"
Skorupi,£105.00,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,"['Scorpion', 'skorupi', 'Sniper']",42 in stock,8128,"Categories: Pokemon, Scorpion"
Drapion,£76.00,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,"['drapion', 'Ogre Scorpion', 'Sniper']",273 in stock,6958,"Categories: Ogre Scorpion, Pokemon"
Croagunk,£165.00,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.","['croagunk', 'Dry Skin', 'Toxic Mouth']",207 in stock,7116,"Categories: Pokemon, Toxic Mouth"
Toxicroak,£48.00,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,"['Dry Skin', 'Toxic Mouth', 'toxicroak']",108 in stock,4991,"Categories: Pokemon, Toxic Mouth"
Carnivine,£128.00,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,"['Bug Catcher', 'carnivine', 'Levitate']",245 in stock,3611,"Categories: Bug Catcher, Pokemon"
Finneon,£133.00,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.","['finneon', 'Swift Swim', 'Wing Fish']",66 in stock,1938,"Categories: Pokemon, Wing Fish"
Lumineon,£148.00,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.","['lumineon', 'Neon', 'Swift Swim']",76 in stock,6600,"Categories: Neon, Pokemon"
Mantyke,£165.00,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.","['Kite', 'mantyke', 'Water Absorb']",117 in stock,5241,"Categories: Kite, Pokemon"
Snover,£48.00,"In the spring, it grows berries with the texture of frozen treats around its belly.","['Frost Tree', 'snover', 'Snow Warning']",143 in stock,3404,"Categories: Frost Tree, Pokemon"
Abomasnow,£185.00,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,"['abomasnow', 'Frost Tree', 'Snow Warning']",61 in stock,1468,"Categories: Frost Tree, Pokemon"
Magnezone,£156.00,It evolved from exposure to a special magnetic field. Three units generate magnetism.,"['Magnet Area', 'magnezone', 'Sturdy']",108 in stock,1538,"Categories: Magnet Area, Pokemon"
Lickilicky,£130.00,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,"['lickilicky', 'Licking', 'Oblivious']",125 in stock,5442,"Categories: Licking, Pokemon"
Rhyperior,£73.00,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,"['Drill', 'Lightning Rod', 'rhyperior']",161 in stock,1070,"Categories: Drill, Pokemon"
Tangrowth,£105.00,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.","['Chlorophyll', 'tangrowth', 'Vine']",136 in stock,8824,"Categories: Pokemon, Vine"
Electivire,£76.00,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.","['electivire', 'Motor Drive', 'Thunderbolt']",155 in stock,5656,"Categories: Pokemon, Thunderbolt"
Magmortar,£87.00,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.","['Blast', 'Flame Body', 'magmortar']",149 in stock,4979,"Categories: Blast, Pokemon"
Togekiss,£76.00,It shares many blessings with people who respect one another’s rights and avoid needless strife.,"['Jubilee', 'Serene Grace', 'togekiss']",208 in stock,7955,"Categories: Jubilee, Pokemon"
Yanmega,£185.00,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.,"['Ogre Darner', 'Tinted Lens', 'yanmega']",35 in stock,6798,"Categories: Ogre Darner, Pokemon"
Leafeon,£133.00,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.","['Leaf Guard', 'leafeon', 'Verdant']",295 in stock,2585,"Categories: Pokemon, Verdant"
Glaceon,£128.00,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.,"['Fresh Snow', 'glaceon', 'Snow Cloak']",27 in stock,1234,"Categories: Fresh Snow, Pokemon"
Gliscor,£185.00,Its flight is soundless. It uses its lengthy tail to carry off its prey… Then its elongated fangs do the rest.,"['Fang Scorpion', 'gliscor', 'Sand Veil']",60 in stock,4537,"Categories: Fang Scorpion, Pokemon"
Mamoswine,£130.00,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,"['mamoswine', 'Oblivious', 'Twin Tusk']",284 in stock,6994,"Categories: Pokemon, Twin Tusk"
Gallade,£165.00,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.","['Blade', 'gallade', 'Steadfast']",271 in stock,8023,"Categories: Blade, Pokemon"
Probopass,£159.00,It freely controls three small units called Mini-Noses using magnetic force.,"['Compass', 'probopass', 'Sturdy']",141 in stock,9871,"Categories: Compass, Pokemon"
Dusknoir,£84.00,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,"['dusknoir', 'Gripper', 'Pressure']",171 in stock,1866,"Categories: Gripper, Pokemon"
